timestamp,tier,attack_type,action,threat_score,latency_ms,ai_model
2025-10-09T15:30:55.819333,local,ldap_injection,allow,0.0,9.647130966186523,ollama/llama2
2025-10-09T15:30:55.836434,local,business_logic,allow,0.0,16.047954559326172,ollama/llama2
2025-10-09T15:30:55.854511,local,business_logic,allow,0.0,17.612218856811523,ollama/llama2
2025-10-09T15:30:55.908242,local,business_logic,allow,0.0,53.50089073181152,ollama/llama2
2025-10-09T15:30:55.957228,local,ransomware,allow,0.0,48.539161682128906,ollama/llama2
2025-10-09T15:30:55.976066,local,ransomware,allow,0.0,18.429040908813477,ollama/llama2
2025-10-09T15:30:55.992226,local,ransomware,allow,0.0,15.950202941894531,ollama/llama2
2025-10-09T15:30:56.010260,local,normal,allow,0.0,17.12203025817871,ollama/llama2
2025-10-09T15:30:56.028979,local,normal,allow,0.0,18.517017364501953,ollama/llama2
2025-10-09T15:30:56.041510,local,normal,allow,0.0,12.26806640625,ollama/llama2
